datetime,Temperature - (Celsius),Rainfall - (MM), Country
1991-01-01,25.6309,265.675, Brazil
1991-02-01,25.9331,191.252, Brazil
1991-03-01,25.6195,238.854, Brazil
1991-04-01,25.3122,188.449, Brazil
1991-05-01,24.6685,118.873, Brazil
1991-06-01,23.9559,84.7695, Brazil
1991-07-01,23.2381,66.6732, Brazil
1991-08-01,23.9559,48.699, Brazil
1991-09-01,25.2297,70.8228, Brazil
1991-10-01,25.5777,92.1602, Brazil
1991-11-01,25.9442,139.669, Brazil
1991-12-01,26.0139,158.582, Brazil
1992-01-01,25.7539,232.945, Brazil
1992-02-01,25.6635,227.389, Brazil
1992-03-01,25.5218,228.136, Brazil
1992-04-01,25.2168,161.243, Brazil
1992-05-01,25.0763,94.2374, Brazil
1992-06-01,24.3627,58.4615, Brazil
1992-07-01,22.7497,62.6313, Brazil
1992-08-01,23.9357,54.3506, Brazil
1992-09-01,24.4702,96.2761, Brazil
1992-10-01,25.6455,112.334, Brazil
1992-11-01,25.3548,167.401, Brazil
1992-12-01,25.3782,186.117, Brazil
1993-01-01,25.7122,203.732, Brazil
1993-02-01,25.3757,235.652, Brazil
1993-03-01,25.6605,178.804, Brazil
1993-04-01,25.5324,164.613, Brazil
1993-05-01,24.4301,113.278, Brazil
1993-06-01,23.6868,75.472, Brazil
1993-07-01,23.3538,63.4771, Brazil
1993-08-01,24.0561,57.9194, Brazil
1993-09-01,25.0921,82.9538, Brazil
1993-10-01,26.0299,120.069, Brazil
1993-11-01,25.9032,186.406, Brazil
1993-12-01,25.7751,209.329, Brazil
1994-01-01,25.5768,265.457, Brazil
1994-02-01,25.7538,220.089, Brazil
1994-03-01,25.4201,260.323, Brazil
1994-04-01,25.2587,176.031, Brazil
1994-05-01,24.9608,120.584, Brazil
1994-06-01,23.6368,112.056, Brazil
1994-07-01,23.2637,62.1686, Brazil
1994-08-01,24.2578,56.0615, Brazil
1994-09-01,25.4814,84.8095, Brazil
1994-10-01,26.1762,121.428, Brazil
1994-11-01,25.8972,164.159, Brazil
1994-12-01,25.9369,194.758, Brazil
1995-01-01,26.165,194.065, Brazil
1995-02-01,25.9884,234.312, Brazil
1995-03-01,25.9259,226.564, Brazil
1995-04-01,25.1272,200.891, Brazil
1995-05-01,24.2585,139.033, Brazil
1995-06-01,23.8711,88.019, Brazil
1995-07-01,24.2735,69.8075, Brazil
1995-08-01,25.0193,42.0385, Brazil
1995-09-01,25.7562,62.971, Brazil
1995-10-01,26.1276,112.924, Brazil
1995-11-01,25.9217,192.302, Brazil
1995-12-01,25.8998,228.109, Brazil
1996-01-01,25.9877,224.417, Brazil
1996-02-01,26.1255,215.971, Brazil
1996-03-01,25.5699,260.55, Brazil
1996-04-01,25.2402,207.893, Brazil
1996-05-01,24.479,121.166, Brazil
1996-06-01,22.9811,78.835, Brazil
1996-07-01,23.4364,76.1877, Brazil
1996-08-01,24.6444,52.0746, Brazil
1996-09-01,25.0308,77.1525, Brazil
1996-10-01,25.9201,136.477, Brazil
1996-11-01,25.6649,179.881, Brazil
1996-12-01,26.2589,181.523, Brazil
1997-01-01,25.6118,246.932, Brazil
1997-02-01,25.8601,223.66, Brazil
1997-03-01,25.2519,301.95, Brazil
1997-04-01,25.1507,186.827, Brazil
1997-05-01,24.3424,123.638, Brazil
1997-06-01,23.7496,65.8082, Brazil
1997-07-01,24.2523,50.2111, Brazil
1997-08-01,24.6856,53.7223, Brazil
1997-09-01,25.8613,69.5138, Brazil
1997-10-01,26.8906,105.69, Brazil
1997-11-01,26.7417,161.002, Brazil
1997-12-01,26.465,215.547, Brazil
1998-01-01,26.7041,201.689, Brazil
1998-02-01,26.8333,190.628, Brazil
1998-03-01,26.357,216.157, Brazil
1998-04-01,26.3255,173.809, Brazil
1998-05-01,24.8441,124.977, Brazil
1998-06-01,23.9281,91.2009, Brazil
1998-07-01,24.5773,62.9909, Brazil
1998-08-01,25.4446,68.0757, Brazil
1998-09-01,25.7331,78.5111, Brazil
1998-10-01,26.4043,129.348, Brazil
1998-11-01,26.031,189.028, Brazil
1998-12-01,26.1804,207.05, Brazil
1999-01-01,26.0825,248.63, Brazil
1999-02-01,26.0898,207.895, Brazil
1999-03-01,25.9152,225.684, Brazil
1999-04-01,25.1308,177.341, Brazil
1999-05-01,24.0045,144.712, Brazil
1999-06-01,23.7472,85.497, Brazil
1999-07-01,23.801,62.2152, Brazil
1999-08-01,24.3559,45.0151, Brazil
1999-09-01,25.7298,83.9075, Brazil
1999-10-01,25.9712,112.97, Brazil
1999-11-01,25.8139,175.691, Brazil
1999-12-01,26.0335,215.799, Brazil
2000-01-01,25.8922,248.424, Brazil
2000-02-01,25.7304,258.849, Brazil
2000-03-01,25.5237,259.426, Brazil
2000-04-01,25.298,203.939, Brazil
2000-05-01,24.6587,131.116, Brazil
2000-06-01,24.0279,80.6119, Brazil
2000-07-01,22.8954,74.0347, Brazil
2000-08-01,24.8073,70.1761, Brazil
2000-09-01,25.1792,106.965, Brazil
2000-10-01,26.5293,105.685, Brazil
2000-11-01,25.8763,181.202, Brazil
2000-12-01,25.8833,217.27, Brazil
2001-01-01,25.889,207.776, Brazil
2001-02-01,26.1098,201.831, Brazil
2001-03-01,25.9956,231.186, Brazil
2001-04-01,25.844,163.64, Brazil
2001-05-01,24.7001,135.335, Brazil
2001-06-01,23.2559,92.294, Brazil
2001-07-01,24.2577,69.9056, Brazil
2001-08-01,25.1645,48.4775, Brazil
2001-09-01,25.7005,83.6756, Brazil
2001-10-01,26.2674,132.902, Brazil
2001-11-01,26.3615,177.945, Brazil
2001-12-01,26.071,232.173, Brazil
2002-01-01,26.0038,274.321, Brazil
2002-02-01,26.0543,215.577, Brazil
2002-03-01,26.3506,215.577, Brazil
2002-04-01,26.0302,191.741, Brazil
2002-05-01,25.2653,152.821, Brazil
2002-06-01,24.0697,81.0081, Brazil
2002-07-01,24.3129,63.698, Brazil
2002-08-01,25.3006,56.1344, Brazil
2002-09-01,25.5974,75.3035, Brazil
2002-10-01,27.0233,115.758, Brazil
2002-11-01,26.4626,141.532, Brazil
2002-12-01,26.3774,235.131, Brazil
2003-01-01,26.4503,218.979, Brazil
2003-02-01,26.4307,233.898, Brazil
2003-03-01,26.0488,224.243, Brazil
2003-04-01,25.7608,171.405, Brazil
2003-05-01,24.7559,134.656, Brazil
2003-06-01,24.7049,86.2865, Brazil
2003-07-01,23.938,58.5221, Brazil
2003-08-01,24.1622,65.2096, Brazil
2003-09-01,25.5287,85.3208, Brazil
2003-10-01,26.2649,105.474, Brazil
2003-11-01,26.2403,152.578, Brazil
2003-12-01,26.5705,155.336, Brazil
2004-01-01,26.1996,275.218, Brazil
2004-02-01,25.7999,279.715, Brazil
2004-03-01,26.001,249.953, Brazil
2004-04-01,26.0832,162.854, Brazil
2004-05-01,24.3298,133.053, Brazil
2004-06-01,23.9999,74.7453, Brazil
2004-07-01,23.6311,76.1883, Brazil
2004-08-01,24.6258,51.4091, Brazil
2004-09-01,25.8999,54.1408, Brazil
2004-10-01,26.496,120.685, Brazil
2004-11-01,26.4233,143.71, Brazil
2004-12-01,26.2918,179.312, Brazil
2005-01-01,26.6529,220.766, Brazil
2005-02-01,26.5285,225.89, Brazil
2005-03-01,26.2976,285.732, Brazil
2005-04-01,26.0263,186.65, Brazil
2005-05-01,25.168,161.415, Brazil
2005-06-01,24.5774,70.305, Brazil
2005-07-01,23.872,47.144, Brazil
2005-08-01,25.3791,51.4537, Brazil
2005-09-01,25.3699,71.6992, Brazil
2005-10-01,26.818,113.066, Brazil
2005-11-01,26.64,137.595, Brazil
2005-12-01,25.9184,241.65, Brazil
2006-01-01,26.592,203.852, Brazil
2006-02-01,26.284,237.058, Brazil
2006-03-01,26.1389,261.471, Brazil
2006-04-01,25.4638,219.675, Brazil
2006-05-01,24.1172,157.874, Brazil
2006-06-01,23.9029,81.0846, Brazil
2006-07-01,24.3948,60.9879, Brazil
2006-08-01,25.1154,46.0967, Brazil
2006-09-01,25.6463,73.7723, Brazil
2006-10-01,26.5309,131.124, Brazil
2006-11-01,26.0784,178.842, Brazil
2006-12-01,26.4705,206.148, Brazil
2007-01-01,26.5299,211.163, Brazil
2007-02-01,26.2615,242.422, Brazil
2007-03-01,26.2567,209.806, Brazil
2007-04-01,25.9564,183.982, Brazil
2007-05-01,24.5048,125.068, Brazil
2007-06-01,24.3439,66.1688, Brazil
2007-07-01,23.8918,69.4399, Brazil
2007-08-01,24.3937,53.1302, Brazil
2007-09-01,26.3635,48.0215, Brazil
2007-10-01,26.7388,111.526, Brazil
2007-11-01,26.3731,165.099, Brazil
2007-12-01,26.154,213.294, Brazil
2008-01-01,25.6394,273.881, Brazil
2008-02-01,25.7319,236.915, Brazil
2008-03-01,25.6503,276.601, Brazil
2008-04-01,25.3256,205.173, Brazil
2008-05-01,24.1105,134.812, Brazil
2008-06-01,23.3868,77.829, Brazil
2008-07-01,24.2839,55.3164, Brazil
2008-08-01,25.3217,54.6816, Brazil
2008-09-01,25.6099,74.755, Brazil
2008-10-01,26.9318,114.063, Brazil
2008-11-01,26.418,157.871, Brazil
2008-12-01,26.0776,234.459, Brazil
2009-01-01,25.8964,243.597, Brazil
2009-02-01,25.8547,245.226, Brazil
2009-03-01,26.1097,262.495, Brazil
2009-04-01,25.5711,209.818, Brazil
2009-05-01,24.7066,148.634, Brazil
2009-06-01,23.4252,103.132, Brazil
2009-07-01,24.0877,74.99, Brazil
2009-08-01,25.0589,64.2687, Brazil
2009-09-01,26.1593,79.6446, Brazil
2009-10-01,26.4735,155.088, Brazil
2009-11-01,27.1158,140.53, Brazil
2009-12-01,26.1505,236.77, Brazil
2010-01-01,26.5481,245.466, Brazil
2010-02-01,27.0655,214.736, Brazil
2010-03-01,26.8228,240.907, Brazil
2010-04-01,25.8801,202.919, Brazil
2010-05-01,24.9453,133.099, Brazil
2010-06-01,24.0319,72.7541, Brazil
2010-07-01,24.2075,67.3053, Brazil
2010-08-01,24.7496,40.758, Brazil
2010-09-01,26.498,57.6373, Brazil
2010-10-01,26.583,113.856, Brazil
2010-11-01,26.1724,161.147, Brazil
2010-12-01,26.3027,213.956, Brazil
2011-01-01,26.0039,245.482, Brazil
2011-02-01,25.9424,262.373, Brazil
2011-03-01,25.6809,282.616, Brazil
2011-04-01,25.6713,203.862, Brazil
2011-05-01,24.7252,139.706, Brazil
2011-06-01,24.1491,72.2089, Brazil
2011-07-01,24.2797,62.3055, Brazil
2011-08-01,25.1329,52.4179, Brazil
2011-09-01,26.1025,52.0665, Brazil
2011-10-01,26.1899,140.386, Brazil
2011-11-01,25.975,168.241, Brazil
2011-12-01,26.1336,180.697, Brazil
2012-01-01,25.7407,256.824, Brazil
2012-02-01,25.8938,239.551, Brazil
2012-03-01,25.831,222.431, Brazil
2012-04-01,25.8573,167.197, Brazil
2012-05-01,24.8098,111.888, Brazil
2012-06-01,24.2814,74.9119, Brazil
2012-07-01,24.0859,62.8351, Brazil
2012-08-01,25.1256,40.8529, Brazil
2012-09-01,26.4915,58.7737, Brazil
2012-10-01,27.209,86.6818, Brazil
2012-11-01,26.6183,161.262, Brazil
2012-12-01,26.5734,173.289, Brazil
2013-01-01,26.3435,234.139, Brazil
2013-02-01,26.3703,228.47, Brazil
2013-03-01,26.327,197.588, Brazil
2013-04-01,25.6717,173.695, Brazil
2013-05-01,24.9765,142.058, Brazil
2013-06-01,24.6711,89.6447, Brazil
2013-07-01,24.1988,71.8725, Brazil
2013-08-01,24.4792,60.1136, Brazil
2013-09-01,26.0349,71.143, Brazil
2013-10-01,26.4174,119.35, Brazil
2013-11-01,26.1291,172.05, Brazil
2013-12-01,26.3653,212.597, Brazil
2014-01-01,26.3036,202.178, Brazil
2014-02-01,26.1074,229.507, Brazil
2014-03-01,25.8583,265.345, Brazil
2014-04-01,25.8516,194.447, Brazil
2014-05-01,24.9854,136.029, Brazil
2014-06-01,24.5019,83.6343, Brazil
2014-07-01,24.0488,69.5019, Brazil
2014-08-01,25.2642,49.0319, Brazil
2014-09-01,26.7976,67.9334, Brazil
2014-10-01,26.9956,95.0624, Brazil
2014-11-01,26.6407,171.367, Brazil
2014-12-01,26.4223,185.708, Brazil
2015-01-01,26.6419,198.674, Brazil
2015-02-01,26.3285,197.071, Brazil
2015-03-01,26.0379,250.926, Brazil
2015-04-01,26.0064,194.346, Brazil
2015-05-01,25.1254,148.205, Brazil
2015-06-01,24.653,71.9657, Brazil
2015-07-01,24.6845,78.7769, Brazil
2015-08-01,25.7821,47.016, Brazil
2015-09-01,27.3481,53.2885, Brazil
2015-10-01,27.1013,80.3109, Brazil
2015-11-01,27.2134,121.426, Brazil
2015-12-01,27.0235,145.08, Brazil
2016-01-01,26.6768,253.296, Brazil
2016-02-01,26.5488,201.924, Brazil
2016-03-01,26.605,200.512, Brazil
2016-04-01,26.7497,150.809, Brazil
2016-05-01,25.1179,108.458, Brazil
2016-06-01,23.9542,77.1786, Brazil
2016-07-01,24.7449,55.9171, Brazil
2016-08-01,25.5629,54.0275, Brazil
2016-09-01,25.9775,67.9271, Brazil
2016-10-01,27.0781,129.909, Brazil
2016-11-01,26.7037,129.564, Brazil
2016-12-01,26.5119,197.271, Brazil
1991-01-01,19.9731,139.561, Burundi
1991-02-01,21.0837,156.547, Burundi
1991-03-01,21.151,130.281, Burundi
1991-04-01,20.5624,153.952, Burundi
1991-05-01,20.8977,122.998, Burundi
1991-06-01,20.1283,22.6296, Burundi
1991-07-01,19.3619,4.21206, Burundi
1991-08-01,20.2154,17.869, Burundi
1991-09-01,21.1556,73.7683, Burundi
1991-10-01,21.405,149.38, Burundi
1991-11-01,20.2942,119.579, Burundi
1991-12-01,20.0071,138.999, Burundi
1992-01-01,20.2539,116.73, Burundi
1992-02-01,20.8592,103.796, Burundi
1992-03-01,21.0974,123.414, Burundi
1992-04-01,21.0802,152.182, Burundi
1992-05-01,20.5242,112.551, Burundi
1992-06-01,20.2062,19.5562, Burundi
1992-07-01,19.3258,0.8702, Burundi
1992-08-01,20.3809,2.65905, Burundi
1992-09-01,21.2479,42.6571, Burundi
1992-10-01,20.9093,133.104, Burundi
1992-11-01,20.1692,167.78, Burundi
1992-12-01,20.0057,165.713, Burundi
1993-01-01,19.576,155.894, Burundi
1993-02-01,20.257,119.264, Burundi
1993-03-01,20.0684,159.001, Burundi
1993-04-01,20.5546,131.67, Burundi
1993-05-01,20.3593,122.397, Burundi
1993-06-01,20.3392,10.9505, Burundi
1993-07-01,19.6337,0.00412, Burundi
1993-08-01,21.1595,22.2917, Burundi
1993-09-01,20.6494,21.5363, Burundi
1993-10-01,20.8882,48.7071, Burundi
1993-11-01,21.9022,132.767, Burundi
1993-12-01,20.4797,132.905, Burundi
1994-01-01,19.7059,146.021, Burundi
1994-02-01,20.5599,109.021, Burundi
1994-03-01,19.9719,174.352, Burundi
1994-04-01,20.3173,149.594, Burundi
1994-05-01,20.7725,80.4992, Burundi
1994-06-01,19.7768,6.79847, Burundi
1994-07-01,18.8897,7.362, Burundi
1994-08-01,21.3217,15.2097, Burundi
1994-09-01,21.7972,45.6934, Burundi
1994-10-01,21.1478,107.108, Burundi
1994-11-01,20.4856,202.076, Burundi
1994-12-01,20.4496,185.303, Burundi
1995-01-01,20.2045,146.523, Burundi
1995-02-01,20.5319,111.859, Burundi
1995-03-01,20.8972,167.801, Burundi
1995-04-01,21.0402,168.974, Burundi
1995-05-01,20.5798,116.208, Burundi
1995-06-01,20.3132,36.1649, Burundi
1995-07-01,19.9191,1.44934, Burundi
1995-08-01,21.6765,0.76263, Burundi
1995-09-01,21.3791,45.7661, Burundi
1995-10-01,21.7577,128.29, Burundi
1995-11-01,21.7391,139.111, Burundi
1995-12-01,21.029,114.295, Burundi
1996-01-01,20.9886,138.237, Burundi
1996-02-01,20.6078,156.314, Burundi
1996-03-01,20.5145,160.032, Burundi
1996-04-01,20.0173,124.639, Burundi
1996-05-01,20.1898,60.986, Burundi
1996-06-01,19.8889,15.392, Burundi
1996-07-01,20.0012,5.35408, Burundi
1996-08-01,20.5886,24.144, Burundi
1996-09-01,20.9234,70.9498, Burundi
1996-10-01,21.0552,76.0319, Burundi
1996-11-01,21.3755,135.225, Burundi
1996-12-01,21.5834,119.945, Burundi
1997-01-01,21.5283,251.084, Burundi
1997-02-01,21.0643,23.795, Burundi
1997-03-01,20.7756,123.525, Burundi
1997-04-01,20.8477,191.271, Burundi
1997-05-01,20.6297,120.012, Burundi
1997-06-01,20.5374,12.805, Burundi
1997-07-01,20.1709,2.83023, Burundi
1997-08-01,19.7504,9.58836, Burundi
1997-09-01,22.2501,12.9212, Burundi
1997-10-01,21.9068,200.213, Burundi
1997-11-01,20.9425,182.98, Burundi
1997-12-01,20.3388,205.614, Burundi
1998-01-01,20.3108,245.684, Burundi
1998-02-01,21.3971,156.389, Burundi
1998-03-01,21.0619,217.244, Burundi
1998-04-01,20.4042,126.393, Burundi
1998-05-01,20.5038,122.619, Burundi
1998-06-01,20.1028,10.6423, Burundi
1998-07-01,20.4326,2.78747, Burundi
1998-08-01,20.9501,7.04609, Burundi
1998-09-01,21.7126,52.2737, Burundi
1998-10-01,21.6169,118.338, Burundi
1998-11-01,21.289,123.344, Burundi
1998-12-01,20.8693,121.73, Burundi
1999-01-01,20.7204,195.461, Burundi
1999-02-01,21.9713,31.1136, Burundi
1999-03-01,20.6481,225.305, Burundi
1999-04-01,20.521,125.062, Burundi
1999-05-01,20.3979,36.0697, Burundi
1999-06-01,19.8868,0.08272, Burundi
1999-07-01,19.6468,0.02762, Burundi
1999-08-01,20.7873,62.8746, Burundi
1999-09-01,21.4663,53.1584, Burundi
1999-10-01,20.9344,93.3753, Burundi
1999-11-01,20.3775,221.873, Burundi
1999-12-01,21.1445,147.659, Burundi
2000-01-01,20.5219,101.306, Burundi
2000-02-01,20.8951,82.6576, Burundi
2000-03-01,20.7017,198.486, Burundi
2000-04-01,21.1941,107.913, Burundi
2000-05-01,21.5562,76.7891, Burundi
2000-06-01,19.9607,2.36952, Burundi
2000-07-01,20.0719,1.50615, Burundi
2000-08-01,21.7565,3.84854, Burundi
2000-09-01,21.3446,20.6418, Burundi
2000-10-01,21.5541,102.015, Burundi
2000-11-01,20.8279,201.646, Burundi
2000-12-01,19.673,188.987, Burundi
2001-01-01,20.6988,246.016, Burundi
2001-02-01,21.4247,102.081, Burundi
2001-03-01,21.0922,254.635, Burundi
2001-04-01,21.1299,104.578, Burundi
2001-05-01,21.0245,72.2648, Burundi
2001-06-01,19.7372,11.1058, Burundi
2001-07-01,19.9649,21.595, Burundi
2001-08-01,21.45,46.1471, Burundi
2001-09-01,21.939,84.4204, Burundi
2001-10-01,21.9169,116.114, Burundi
2001-11-01,21.5135,169.385, Burundi
2001-12-01,20.6559,151.662, Burundi
2002-01-01,20.9961,260.476, Burundi
2002-02-01,21.9626,108.01, Burundi
2002-03-01,21.1288,167.409, Burundi
2002-04-01,21.3545,176.788, Burundi
2002-05-01,21.0519,89.3899, Burundi
2002-06-01,20.01,0.88767, Burundi
2002-07-01,21.1314,0.04258, Burundi
2002-08-01,21.6338,3.27269, Burundi
2002-09-01,22.1662,15.9054, Burundi
2002-10-01,21.8742,84.44, Burundi
2002-11-01,20.9192,177.928, Burundi
2002-12-01,20.9483,177.713, Burundi
2003-01-01,21.3873,177.535, Burundi
2003-02-01,21.4762,107.11, Burundi
2003-03-01,21.8509,157.842, Burundi
2003-04-01,21.4406,196.485, Burundi
2003-05-01,21.2498,146.893, Burundi
2003-06-01,20.527,2.96236, Burundi
2003-07-01,20.1641,1.08282, Burundi
2003-08-01,21.1896,21.686, Burundi
2003-09-01,22.0033,75.1232, Burundi
2003-10-01,21.8206,143.146, Burundi
2003-11-01,21.8653,121.965, Burundi
2003-12-01,22.0702,126.571, Burundi
2004-01-01,21.9266,163.847, Burundi
2004-02-01,21.7979,82.3543, Burundi
2004-03-01,21.3283,74.8124, Burundi
2004-04-01,20.7464,79.9156, Burundi
2004-05-01,20.9319,20.4356, Burundi
2004-06-01,20.1042,2.99089, Burundi
2004-07-01,20.8295,1.27263, Burundi
2004-08-01,22.4225,7.62426, Burundi
2004-09-01,21.6552,326.157, Burundi
2004-10-01,21.7305,74.2163, Burundi
2004-11-01,21.0143,130.886, Burundi
2004-12-01,20.5006,164.812, Burundi
2005-01-01,20.2554,267.295, Burundi
2005-02-01,23.1367,69.0851, Burundi
2005-03-01,22.1088,161.64, Burundi
2005-04-01,21.6795,59.7215, Burundi
2005-05-01,20.6991,108.418, Burundi
2005-06-01,20.9897,7.37173, Burundi
2005-07-01,19.936,0.08706, Burundi
2005-08-01,21.5638,17.4687, Burundi
2005-09-01,22.169,48.6148, Burundi
2005-10-01,21.7018,74.166, Burundi
2005-11-01,21.8283,107.675, Burundi
2005-12-01,22.9797,154.498, Burundi
2006-01-01,21.8142,115.286, Burundi
2006-02-01,21.4755,147.533, Burundi
2006-03-01,21.6098,147.004, Burundi
2006-04-01,20.3369,177.402, Burundi
2006-05-01,20.0982,164.558, Burundi
2006-06-01,19.7312,2.14451, Burundi
2006-07-01,20.5733,17.9242, Burundi
2006-08-01,21.4419,15.3544, Burundi
2006-09-01,20.9661,57.5315, Burundi
2006-10-01,22.3646,52.3665, Burundi
2006-11-01,20.4021,274.747, Burundi
2006-12-01,19.3295,185.983, Burundi
2007-01-01,20.824,147.89, Burundi
2007-02-01,20.5542,126.775, Burundi
2007-03-01,21.1774,125.058, Burundi
2007-04-01,20.531,144.377, Burundi
2007-05-01,21.1298,107.147, Burundi
2007-06-01,19.5982,31.6554, Burundi
2007-07-01,18.9952,23.4428, Burundi
2007-08-01,20.8753,1.86533, Burundi
2007-09-01,21.8757,82.3026, Burundi
2007-10-01,21.7859,78.3781, Burundi
2007-11-01,20.6049,191.088, Burundi
2007-12-01,20.5764,241.991, Burundi
2008-01-01,21.3738,235.52, Burundi
2008-02-01,20.2109,185.387, Burundi
2008-03-01,20.1821,172.936, Burundi
2008-04-01,19.8966,126.9, Burundi
2008-05-01,20.0876,35.0495, Burundi
2008-06-01,19.2075,27.8689, Burundi
2008-07-01,20.2996,1.92776, Burundi
2008-08-01,21.3149,4.20251, Burundi
2008-09-01,22.3356,44.9754, Burundi
2008-10-01,21.2216,105.998, Burundi
2008-11-01,20.6334,153.016, Burundi
2008-12-01,20.2044,102.68, Burundi
2009-01-01,21.7504,127.266, Burundi
2009-02-01,20.1958,180.785, Burundi
2009-03-01,20.9105,225.626, Burundi
2009-04-01,21.2799,183.534, Burundi
2009-05-01,20.9419,49.4933, Burundi
2009-06-01,20.4527,38.4261, Burundi
2009-07-01,20.9818,0.0, Burundi
2009-08-01,21.6577,0.45827, Burundi
2009-09-01,22.3391,32.3596, Burundi
2009-10-01,22.2218,72.0936, Burundi
2009-11-01,20.6507,168.39, Burundi
2009-12-01,21.2248,166.678, Burundi
2010-01-01,21.213,171.423, Burundi
2010-02-01,20.6778,236.813, Burundi
2010-03-01,21.0378,217.23, Burundi
2010-04-01,21.3915,93.8105, Burundi
2010-05-01,20.9767,177.849, Burundi
2010-06-01,20.3882,22.6664, Burundi
2010-07-01,20.1599,2.24624, Burundi
2010-08-01,21.2402,1.01762, Burundi
2010-09-01,21.8374,54.7734, Burundi
2010-10-01,22.2312,90.8837, Burundi
2010-11-01,21.1817,105.894, Burundi
2010-12-01,20.7882,96.8256, Burundi
2011-01-01,20.7342,100.305, Burundi
2011-02-01,20.5327,146.479, Burundi
2011-03-01,20.6898,258.828, Burundi
2011-04-01,20.9716,95.615, Burundi
2011-05-01,21.2695,43.4497, Burundi
2011-06-01,20.3468,18.8511, Burundi
2011-07-01,20.2824,45.7941, Burundi
2011-08-01,21.1062,18.1027, Burundi
2011-09-01,21.7723,344.818, Burundi
2011-10-01,20.5144,129.085, Burundi
2011-11-01,19.5177,204.64, Burundi
2011-12-01,19.5603,181.165, Burundi
2012-01-01,19.7356,38.6175, Burundi
2012-02-01,21.0639,55.7778, Burundi
2012-03-01,20.6745,112.725, Burundi
2012-04-01,20.4238,134.54, Burundi
2012-05-01,20.2589,66.7772, Burundi
2012-06-01,20.02,45.9768, Burundi
2012-07-01,20.1218,0.00018, Burundi
2012-08-01,21.4648,11.2545, Burundi
2012-09-01,22.5995,30.4098, Burundi
2012-10-01,22.2494,95.8488, Burundi
2012-11-01,21.052,185.429, Burundi
2012-12-01,20.1954,158.601, Burundi
2013-01-01,20.8031,153.153, Burundi
2013-02-01,21.1067,79.3168, Burundi
2013-03-01,20.7654,281.873, Burundi
2013-04-01,18.8432,103.793, Burundi
2013-05-01,20.6569,45.8013, Burundi
2013-06-01,19.3153,0.00025, Burundi
2013-07-01,20.8496,0.00018, Burundi
2013-08-01,21.2297,5.85736, Burundi
2013-09-01,22.3008,152.114, Burundi
2013-10-01,21.8853,49.3692, Burundi
2013-11-01,21.3007,231.747, Burundi
2013-12-01,20.2524,196.794, Burundi
2014-01-01,20.7,175.775, Burundi
2014-02-01,20.638,120.684, Burundi
2014-03-01,20.6915,117.054, Burundi
2014-04-01,20.0365,100.443, Burundi
2014-05-01,21.9494,94.9714, Burundi
2014-06-01,20.7098,8.73869, Burundi
2014-07-01,21.0252,2.64527, Burundi
2014-08-01,20.0987,26.6258, Burundi
2014-09-01,22.1828,99.4293, Burundi
2014-10-01,20.5446,191.758, Burundi
2014-11-01,21.1099,154.17, Burundi
2014-12-01,20.4471,156.905, Burundi
2015-01-01,20.6507,128.787, Burundi
2015-02-01,20.8424,69.1335, Burundi
2015-03-01,20.6977,99.0504, Burundi
2015-04-01,19.6545,136.703, Burundi
2015-05-01,20.0707,94.972, Burundi
2015-06-01,20.4208,33.7617, Burundi
2015-07-01,20.266,1.45195, Burundi
2015-08-01,21.3897,3.88444, Burundi
2015-09-01,22.3725,62.0577, Burundi
2015-10-01,22.1571,197.252, Burundi
2015-11-01,19.967,267.909, Burundi
2015-12-01,20.7931,205.827, Burundi
2016-01-01,21.9844,284.423, Burundi
2016-02-01,21.4975,130.636, Burundi
2016-03-01,21.5936,202.74, Burundi
2016-04-01,20.715,224.294, Burundi
2016-05-01,20.6128,94.9728, Burundi
2016-06-01,20.547,13.7109, Burundi
2016-07-01,20.8315,28.3467, Burundi
2016-08-01,21.1086,22.6688, Burundi
2016-09-01,21.3504,58.8264, Burundi
2016-10-01,21.7293,73.5007, Burundi
2016-11-01,21.2053,154.17, Burundi
2016-12-01,21.2877,156.913, Burundi
1991-01-01,-8.0581,15.7819, China
1991-02-01,-4.6373,11.5589, China
1991-03-01,0.59422,34.9802, China
1991-04-01,7.42692,36.091, China
1991-05-01,13.0076,53.1658, China
1991-06-01,17.514,104.215, China
1991-07-01,19.7388,118.325, China
1991-08-01,18.7234,87.8016, China
1991-09-01,14.1251,52.5347, China
1991-10-01,7.38535,25.4293, China
1991-11-01,-0.5524,13.3635, China
1991-12-01,-6.3472,13.1937, China
1992-01-01,-7.6555,12.6969, China
1992-02-01,-5.3504,20.6624, China
1992-03-01,0.54785,46.6507, China
1992-04-01,8.60898,32.8914, China
1992-05-01,12.9692,62.7347, China
1992-06-01,16.6247,91.2332, China
1992-07-01,18.9943,100.918, China
1992-08-01,18.1277,80.2817, China
1992-09-01,13.5281,53.7486, China
1992-10-01,6.54995,26.4683, China
1992-11-01,-1.0369,12.041, China
1992-12-01,-5.7223,12.968, China
1993-01-01,-8.9905,14.7982, China
1993-02-01,-3.2174,20.3659, China
1993-03-01,1.52899,25.1549, China
1993-04-01,7.67395,35.0231, China
1993-05-01,12.4336,63.2322, China
1993-06-01,16.9024,104.058, China
1993-07-01,18.8677,114.149, China
1993-08-01,17.6205,107.458, China
1993-09-01,13.9852,59.7317, China
1993-10-01,7.01529,27.1933, China
1993-11-01,-0.7692,26.1967, China
1993-12-01,-6.3074,7.2826, China
