Temperature - (Celsius), Year, Statistics, Country, ISO3
21.3446, 2000, Sep Average, Burundi, BDI
21.5541, 2000, Oct Average, Burundi, BDI
20.8279, 2000, Nov Average, Burundi, BDI
19.673, 2000, Dec Average, Burundi, BDI
20.6988, 2001, Jan Average, Burundi, BDI
21.4247, 2001, Feb Average, Burundi, BDI
21.0922, 2001, Mar Average, Burundi, BDI
21.1299, 2001, Apr Average, Burundi, BDI
21.0245, 2001, May Average, Burundi, BDI
19.7372, 2001, Jun Average, Burundi, BDI
19.9649, 2001, Jul Average, Burundi, BDI
21.45, 2001, Aug Average, Burundi, BDI
21.939, 2001, Sep Average, Burundi, BDI
21.9169, 2001, Oct Average, Burundi, BDI
21.5135, 2001, Nov Average, Burundi, BDI
20.6559, 2001, Dec Average, Burundi, BDI
20.9961, 2002, Jan Average, Burundi, BDI
21.9626, 2002, Feb Average, Burundi, BDI
21.1288, 2002, Mar Average, Burundi, BDI
21.3545, 2002, Apr Average, Burundi, BDI
21.0519, 2002, May Average, Burundi, BDI
20.01, 2002, Jun Average, Burundi, BDI
21.1314, 2002, Jul Average, Burundi, BDI
21.6338, 2002, Aug Average, Burundi, BDI
22.1662, 2002, Sep Average, Burundi, BDI
21.8742, 2002, Oct Average, Burundi, BDI
20.9192, 2002, Nov Average, Burundi, BDI
20.9483, 2002, Dec Average, Burundi, BDI
21.3873, 2003, Jan Average, Burundi, BDI
21.4762, 2003, Feb Average, Burundi, BDI
21.8509, 2003, Mar Average, Burundi, BDI
21.4406, 2003, Apr Average, Burundi, BDI
21.2498, 2003, May Average, Burundi, BDI
20.527, 2003, Jun Average, Burundi, BDI
20.1641, 2003, Jul Average, Burundi, BDI
21.1896, 2003, Aug Average, Burundi, BDI
22.0033, 2003, Sep Average, Burundi, BDI
21.8206, 2003, Oct Average, Burundi, BDI
21.8653, 2003, Nov Average, Burundi, BDI
22.0702, 2003, Dec Average, Burundi, BDI
21.9266, 2004, Jan Average, Burundi, BDI
21.7979, 2004, Feb Average, Burundi, BDI
21.3283, 2004, Mar Average, Burundi, BDI
20.7464, 2004, Apr Average, Burundi, BDI
20.9319, 2004, May Average, Burundi, BDI
20.1042, 2004, Jun Average, Burundi, BDI
20.8295, 2004, Jul Average, Burundi, BDI
22.4225, 2004, Aug Average, Burundi, BDI
21.6552, 2004, Sep Average, Burundi, BDI
21.7305, 2004, Oct Average, Burundi, BDI
21.0143, 2004, Nov Average, Burundi, BDI
20.5006, 2004, Dec Average, Burundi, BDI
20.2554, 2005, Jan Average, Burundi, BDI
23.1367, 2005, Feb Average, Burundi, BDI
22.1088, 2005, Mar Average, Burundi, BDI
21.6795, 2005, Apr Average, Burundi, BDI
20.6991, 2005, May Average, Burundi, BDI
20.9897, 2005, Jun Average, Burundi, BDI
19.936, 2005, Jul Average, Burundi, BDI
21.5638, 2005, Aug Average, Burundi, BDI
22.169, 2005, Sep Average, Burundi, BDI
21.7018, 2005, Oct Average, Burundi, BDI
21.8283, 2005, Nov Average, Burundi, BDI
22.9797, 2005, Dec Average, Burundi, BDI
21.8142, 2006, Jan Average, Burundi, BDI
21.4755, 2006, Feb Average, Burundi, BDI
21.6098, 2006, Mar Average, Burundi, BDI
20.3369, 2006, Apr Average, Burundi, BDI
20.0982, 2006, May Average, Burundi, BDI
19.7312, 2006, Jun Average, Burundi, BDI
20.5733, 2006, Jul Average, Burundi, BDI
21.4419, 2006, Aug Average, Burundi, BDI
20.9661, 2006, Sep Average, Burundi, BDI
22.3646, 2006, Oct Average, Burundi, BDI
20.4021, 2006, Nov Average, Burundi, BDI
19.3295, 2006, Dec Average, Burundi, BDI
20.824, 2007, Jan Average, Burundi, BDI
