Temperature - (Celsius), Year, Statistics, Country, ISO3
22.4548, 2000, Sep Average, Uganda, UGA
22.7674, 2000, Oct Average, Uganda, UGA
24.206, 2000, Nov Average, Uganda, UGA
22.7689, 2000, Dec Average, Uganda, UGA
24.4764, 2001, Jan Average, Uganda, UGA
25.6109, 2001, Feb Average, Uganda, UGA
24.9772, 2001, Mar Average, Uganda, UGA
24.4028, 2001, Apr Average, Uganda, UGA
24.0126, 2001, May Average, Uganda, UGA
22.4705, 2001, Jun Average, Uganda, UGA
22.5621, 2001, Jul Average, Uganda, UGA
22.98, 2001, Aug Average, Uganda, UGA
23.3897, 2001, Sep Average, Uganda, UGA
24.0485, 2001, Oct Average, Uganda, UGA
23.7312, 2001, Nov Average, Uganda, UGA
23.3987, 2001, Dec Average, Uganda, UGA
24.312, 2002, Jan Average, Uganda, UGA
26.0398, 2002, Feb Average, Uganda, UGA
25.0137, 2002, Mar Average, Uganda, UGA
24.7403, 2002, Apr Average, Uganda, UGA
24.4183, 2002, May Average, Uganda, UGA
23.4028, 2002, Jun Average, Uganda, UGA
23.4644, 2002, Jul Average, Uganda, UGA
23.6776, 2002, Aug Average, Uganda, UGA
24.093, 2002, Sep Average, Uganda, UGA
23.3885, 2002, Oct Average, Uganda, UGA
23.976, 2002, Nov Average, Uganda, UGA
24.0704, 2002, Dec Average, Uganda, UGA
25.0266, 2003, Jan Average, Uganda, UGA
24.7426, 2003, Feb Average, Uganda, UGA
25.3722, 2003, Mar Average, Uganda, UGA
24.8926, 2003, Apr Average, Uganda, UGA
24.2454, 2003, May Average, Uganda, UGA
23.1142, 2003, Jun Average, Uganda, UGA
23.1386, 2003, Jul Average, Uganda, UGA
22.629, 2003, Aug Average, Uganda, UGA
23.4246, 2003, Sep Average, Uganda, UGA
23.5405, 2003, Oct Average, Uganda, UGA
24.0543, 2003, Nov Average, Uganda, UGA
25.1045, 2003, Dec Average, Uganda, UGA
25.6236, 2004, Jan Average, Uganda, UGA
25.6636, 2004, Feb Average, Uganda, UGA
24.6688, 2004, Mar Average, Uganda, UGA
23.5172, 2004, Apr Average, Uganda, UGA
24.0303, 2004, May Average, Uganda, UGA
23.4261, 2004, Jun Average, Uganda, UGA
23.1232, 2004, Jul Average, Uganda, UGA
23.4734, 2004, Aug Average, Uganda, UGA
22.902, 2004, Sep Average, Uganda, UGA
23.2539, 2004, Oct Average, Uganda, UGA
23.5215, 2004, Nov Average, Uganda, UGA
23.4586, 2004, Dec Average, Uganda, UGA
22.9467, 2005, Jan Average, Uganda, UGA
26.3056, 2005, Feb Average, Uganda, UGA
25.5868, 2005, Mar Average, Uganda, UGA
25.3733, 2005, Apr Average, Uganda, UGA
23.2832, 2005, May Average, Uganda, UGA
23.1999, 2005, Jun Average, Uganda, UGA
22.2177, 2005, Jul Average, Uganda, UGA
22.9373, 2005, Aug Average, Uganda, UGA
23.7405, 2005, Sep Average, Uganda, UGA
23.1404, 2005, Oct Average, Uganda, UGA
24.3783, 2005, Nov Average, Uganda, UGA
25.0946, 2005, Dec Average, Uganda, UGA
24.9222, 2006, Jan Average, Uganda, UGA
25.6323, 2006, Feb Average, Uganda, UGA
25.0883, 2006, Mar Average, Uganda, UGA
24.295, 2006, Apr Average, Uganda, UGA
22.6034, 2006, May Average, Uganda, UGA
22.7542, 2006, Jun Average, Uganda, UGA
23.0964, 2006, Jul Average, Uganda, UGA
23.3287, 2006, Aug Average, Uganda, UGA
22.4, 2006, Sep Average, Uganda, UGA
24.0656, 2006, Oct Average, Uganda, UGA
23.8558, 2006, Nov Average, Uganda, UGA
23.2337, 2006, Dec Average, Uganda, UGA
24.6226, 2007, Jan Average, Uganda, UGA
