Rainfall - (MM), Year, Statistics, Country, ISO3
17.1235, 2000, Mar Average, Costa Rica, CRI
142.077, 2000, Apr Average, Costa Rica, CRI
430.834, 2000, May Average, Costa Rica, CRI
393.551, 2000, Jun Average, Costa Rica, CRI
205.147, 2000, Jul Average, Costa Rica, CRI
242.177, 2000, Aug Average, Costa Rica, CRI
346.166, 2000, Sep Average, Costa Rica, CRI
240.074, 2000, Oct Average, Costa Rica, CRI
239.266, 2000, Nov Average, Costa Rica, CRI
184.702, 2000, Dec Average, Costa Rica, CRI
222.043, 2001, Jan Average, Costa Rica, CRI
36.3133, 2001, Feb Average, Costa Rica, CRI
49.2782, 2001, Mar Average, Costa Rica, CRI
123.482, 2001, Apr Average, Costa Rica, CRI
247.488, 2001, May Average, Costa Rica, CRI
288.993, 2001, Jun Average, Costa Rica, CRI
256.348, 2001, Jul Average, Costa Rica, CRI
318.588, 2001, Aug Average, Costa Rica, CRI
213.022, 2001, Sep Average, Costa Rica, CRI
429.178, 2001, Oct Average, Costa Rica, CRI
250.682, 2001, Nov Average, Costa Rica, CRI
244.954, 2001, Dec Average, Costa Rica, CRI
378.916, 2002, Jan Average, Costa Rica, CRI
60.7077, 2002, Feb Average, Costa Rica, CRI
41.4098, 2002, Mar Average, Costa Rica, CRI
16.13, 2002, Apr Average, Costa Rica, CRI
164.93, 2002, May Average, Costa Rica, CRI
285.223, 2002, Jun Average, Costa Rica, CRI
358.699, 2002, Jul Average, Costa Rica, CRI
360.644, 2002, Aug Average, Costa Rica, CRI
321.138, 2002, Sep Average, Costa Rica, CRI
399.783, 2002, Oct Average, Costa Rica, CRI
222.667, 2002, Nov Average, Costa Rica, CRI
180.064, 2002, Dec Average, Costa Rica, CRI
32.6051, 2003, Jan Average, Costa Rica, CRI
78.0665, 2003, Feb Average, Costa Rica, CRI
129.83, 2003, Mar Average, Costa Rica, CRI
212.733, 2003, Apr Average, Costa Rica, CRI
393.833, 2003, May Average, Costa Rica, CRI
370.095, 2003, Jun Average, Costa Rica, CRI
234.079, 2003, Jul Average, Costa Rica, CRI
309.617, 2003, Aug Average, Costa Rica, CRI
334.592, 2003, Sep Average, Costa Rica, CRI
509.743, 2003, Oct Average, Costa Rica, CRI
422.813, 2003, Nov Average, Costa Rica, CRI
445.919, 2003, Dec Average, Costa Rica, CRI
74.022, 2004, Jan Average, Costa Rica, CRI
79.5053, 2004, Feb Average, Costa Rica, CRI
97.8777, 2004, Mar Average, Costa Rica, CRI
96.4222, 2004, Apr Average, Costa Rica, CRI
643.276, 2004, May Average, Costa Rica, CRI
273.753, 2004, Jun Average, Costa Rica, CRI
326.214, 2004, Jul Average, Costa Rica, CRI
273.672, 2004, Aug Average, Costa Rica, CRI
389.214, 2004, Sep Average, Costa Rica, CRI
307.899, 2004, Oct Average, Costa Rica, CRI
451.633, 2004, Nov Average, Costa Rica, CRI
131.901, 2004, Dec Average, Costa Rica, CRI
234.685, 2005, Jan Average, Costa Rica, CRI
94.278, 2005, Feb Average, Costa Rica, CRI
187.592, 2005, Mar Average, Costa Rica, CRI
108.777, 2005, Apr Average, Costa Rica, CRI
226.676, 2005, May Average, Costa Rica, CRI
310.5, 2005, Jun Average, Costa Rica, CRI
289.595, 2005, Jul Average, Costa Rica, CRI
258.954, 2005, Aug Average, Costa Rica, CRI
375.478, 2005, Sep Average, Costa Rica, CRI
510.872, 2005, Oct Average, Costa Rica, CRI
327.067, 2005, Nov Average, Costa Rica, CRI
168.048, 2005, Dec Average, Costa Rica, CRI
275.88, 2006, Jan Average, Costa Rica, CRI
146.42, 2006, Feb Average, Costa Rica, CRI
23.4717, 2006, Mar Average, Costa Rica, CRI
