Rainfall - (MM), Year, Statistics, Country, ISO3
128.282, 2006, Oct Average, Peru, PER
192.208, 2006, Nov Average, Peru, PER
191.813, 2006, Dec Average, Peru, PER
175.347, 2007, Jan Average, Peru, PER
149.712, 2007, Feb Average, Peru, PER
229.909, 2007, Mar Average, Peru, PER
148.009, 2007, Apr Average, Peru, PER
165.528, 2007, May Average, Peru, PER
55.7554, 2007, Jun Average, Peru, PER
63.2705, 2007, Jul Average, Peru, PER
60.8602, 2007, Aug Average, Peru, PER
86.6478, 2007, Sep Average, Peru, PER
139.601, 2007, Oct Average, Peru, PER
206.307, 2007, Nov Average, Peru, PER
164.217, 2007, Dec Average, Peru, PER
247.47, 2008, Jan Average, Peru, PER
238.084, 2008, Feb Average, Peru, PER
209.728, 2008, Mar Average, Peru, PER
138.361, 2008, Apr Average, Peru, PER
92.2614, 2008, May Average, Peru, PER
90.5942, 2008, Jun Average, Peru, PER
70.5748, 2008, Jul Average, Peru, PER
56.0648, 2008, Aug Average, Peru, PER
97.9269, 2008, Sep Average, Peru, PER
151.271, 2008, Oct Average, Peru, PER
134.091, 2008, Nov Average, Peru, PER
112.235, 2008, Dec Average, Peru, PER
218.507, 2009, Jan Average, Peru, PER
203.684, 2009, Feb Average, Peru, PER
199.055, 2009, Mar Average, Peru, PER
155.138, 2009, Apr Average, Peru, PER
93.3684, 2009, May Average, Peru, PER
76.3594, 2009, Jun Average, Peru, PER
65.5299, 2009, Jul Average, Peru, PER
57.1117, 2009, Aug Average, Peru, PER
67.7688, 2009, Sep Average, Peru, PER
89.6981, 2009, Oct Average, Peru, PER
132.3, 2009, Nov Average, Peru, PER
262.805, 2009, Dec Average, Peru, PER
153.305, 2010, Jan Average, Peru, PER
183.191, 2010, Feb Average, Peru, PER
156.94, 2010, Mar Average, Peru, PER
129.699, 2010, Apr Average, Peru, PER
103.562, 2010, May Average, Peru, PER
56.5645, 2010, Jun Average, Peru, PER
71.1412, 2010, Jul Average, Peru, PER
39.7459, 2010, Aug Average, Peru, PER
47.5191, 2010, Sep Average, Peru, PER
97.1202, 2010, Oct Average, Peru, PER
141.218, 2010, Nov Average, Peru, PER
151.662, 2010, Dec Average, Peru, PER
141.82, 2011, Jan Average, Peru, PER
268.785, 2011, Feb Average, Peru, PER
153.168, 2011, Mar Average, Peru, PER
151.087, 2011, Apr Average, Peru, PER
118.759, 2011, May Average, Peru, PER
75.7617, 2011, Jun Average, Peru, PER
101.087, 2011, Jul Average, Peru, PER
25.2307, 2011, Aug Average, Peru, PER
101.611, 2011, Sep Average, Peru, PER
99.8663, 2011, Oct Average, Peru, PER
157.866, 2011, Nov Average, Peru, PER
221.883, 2011, Dec Average, Peru, PER
164.338, 2012, Jan Average, Peru, PER
198.119, 2012, Feb Average, Peru, PER
170.975, 2012, Mar Average, Peru, PER
150.491, 2012, Apr Average, Peru, PER
81.2546, 2012, May Average, Peru, PER
69.3518, 2012, Jun Average, Peru, PER
55.8085, 2012, Jul Average, Peru, PER
24.592, 2012, Aug Average, Peru, PER
68.6811, 2012, Sep Average, Peru, PER
100.766, 2012, Oct Average, Peru, PER
101.749, 2012, Nov Average, Peru, PER
186.679, 2012, Dec Average, Peru, PER
175.247, 2013, Jan Average, Peru, PER
218.115, 2013, Feb Average, Peru, PER
145.627, 2013, Mar Average, Peru, PER
82.7607, 2013, Apr Average, Peru, PER
109.495, 2013, May Average, Peru, PER
117.694, 2013, Jun Average, Peru, PER
76.5, 2013, Jul Average, Peru, PER
76.5452, 2013, Aug Average, Peru, PER
80.8486, 2013, Sep Average, Peru, PER
149.263, 2013, Oct Average, Peru, PER
142.395, 2013, Nov Average, Peru, PER
149.688, 2013, Dec Average, Peru, PER
156.47, 2014, Jan Average, Peru, PER
146.937, 2014, Feb Average, Peru, PER
186.914, 2014, Mar Average, Peru, PER
177.84, 2014, Apr Average, Peru, PER
95.3578, 2014, May Average, Peru, PER
85.55, 2014, Jun Average, Peru, PER
80.8916, 2014, Jul Average, Peru, PER
69.8349, 2014, Aug Average, Peru, PER
82.3959, 2014, Sep Average, Peru, PER
118.511, 2014, Oct Average, Peru, PER
116.798, 2014, Nov Average, Peru, PER
176.051, 2014, Dec Average, Peru, PER
156.408, 2015, Jan Average, Peru, PER
193.545, 2015, Feb Average, Peru, PER
187.474, 2015, Mar Average, Peru, PER
188.698, 2015, Apr Average, Peru, PER
134.485, 2015, May Average, Peru, PER
75.7942, 2015, Jun Average, Peru, PER
115.857, 2015, Jul Average, Peru, PER
65.0944, 2015, Aug Average, Peru, PER
62.8343, 2015, Sep Average, Peru, PER
67.6163, 2015, Oct Average, Peru, PER
96.0036, 2015, Nov Average, Peru, PER
143.599, 2015, Dec Average, Peru, PER
76.9456, 2016, Jan Average, Peru, PER
307, 2016, Feb Average, Peru, PER
184.139, 2016, Mar Average, Peru, PER
151.786, 2016, Apr Average, Peru, PER
94.3154, 2016, May Average, Peru, PER
59.9776, 2016, Jun Average, Peru, PER
111.801, 2016, Jul Average, Peru, PER
50.4412, 2016, Aug Average, Peru, PER
94.089, 2016, Sep Average, Peru, PER
113.113, 2016, Oct Average, Peru, PER
66.2589, 2016, Nov Average, Peru, PER
165.714, 2016, Dec Average, Peru, PER
