Rainfall - (MM), Year, Statistics, Country, ISO3
108.418, 2005, May Average, Burundi, BDI
7.37173, 2005, Jun Average, Burundi, BDI
0.08706, 2005, Jul Average, Burundi, BDI
17.4687, 2005, Aug Average, Burundi, BDI
48.6148, 2005, Sep Average, Burundi, BDI
74.166, 2005, Oct Average, Burundi, BDI
107.675, 2005, Nov Average, Burundi, BDI
154.498, 2005, Dec Average, Burundi, BDI
115.286, 2006, Jan Average, Burundi, BDI
147.533, 2006, Feb Average, Burundi, BDI
147.004, 2006, Mar Average, Burundi, BDI
177.402, 2006, Apr Average, Burundi, BDI
164.558, 2006, May Average, Burundi, BDI
2.14451, 2006, Jun Average, Burundi, BDI
17.9242, 2006, Jul Average, Burundi, BDI
15.3544, 2006, Aug Average, Burundi, BDI
57.5315, 2006, Sep Average, Burundi, BDI
52.3665, 2006, Oct Average, Burundi, BDI
274.747, 2006, Nov Average, Burundi, BDI
185.983, 2006, Dec Average, Burundi, BDI
147.89, 2007, Jan Average, Burundi, BDI
126.775, 2007, Feb Average, Burundi, BDI
125.058, 2007, Mar Average, Burundi, BDI
144.377, 2007, Apr Average, Burundi, BDI
107.147, 2007, May Average, Burundi, BDI
31.6554, 2007, Jun Average, Burundi, BDI
23.4428, 2007, Jul Average, Burundi, BDI
1.86533, 2007, Aug Average, Burundi, BDI
82.3026, 2007, Sep Average, Burundi, BDI
78.3781, 2007, Oct Average, Burundi, BDI
191.088, 2007, Nov Average, Burundi, BDI
241.991, 2007, Dec Average, Burundi, BDI
235.52, 2008, Jan Average, Burundi, BDI
185.387, 2008, Feb Average, Burundi, BDI
172.936, 2008, Mar Average, Burundi, BDI
126.9, 2008, Apr Average, Burundi, BDI
35.0495, 2008, May Average, Burundi, BDI
27.8689, 2008, Jun Average, Burundi, BDI
1.92776, 2008, Jul Average, Burundi, BDI
4.20251, 2008, Aug Average, Burundi, BDI
44.9754, 2008, Sep Average, Burundi, BDI
105.998, 2008, Oct Average, Burundi, BDI
153.016, 2008, Nov Average, Burundi, BDI
102.68, 2008, Dec Average, Burundi, BDI
127.266, 2009, Jan Average, Burundi, BDI
180.785, 2009, Feb Average, Burundi, BDI
225.626, 2009, Mar Average, Burundi, BDI
183.534, 2009, Apr Average, Burundi, BDI
49.4933, 2009, May Average, Burundi, BDI
38.4261, 2009, Jun Average, Burundi, BDI
0, 2009, Jul Average, Burundi, BDI
0.45827, 2009, Aug Average, Burundi, BDI
32.3596, 2009, Sep Average, Burundi, BDI
72.0936, 2009, Oct Average, Burundi, BDI
168.39, 2009, Nov Average, Burundi, BDI
166.678, 2009, Dec Average, Burundi, BDI
171.423, 2010, Jan Average, Burundi, BDI
236.813, 2010, Feb Average, Burundi, BDI
217.23, 2010, Mar Average, Burundi, BDI
93.8105, 2010, Apr Average, Burundi, BDI
177.849, 2010, May Average, Burundi, BDI
22.6664, 2010, Jun Average, Burundi, BDI
2.24624, 2010, Jul Average, Burundi, BDI
1.01762, 2010, Aug Average, Burundi, BDI
54.7734, 2010, Sep Average, Burundi, BDI
90.8837, 2010, Oct Average, Burundi, BDI
105.894, 2010, Nov Average, Burundi, BDI
96.8256, 2010, Dec Average, Burundi, BDI
100.305, 2011, Jan Average, Burundi, BDI
146.479, 2011, Feb Average, Burundi, BDI
258.828, 2011, Mar Average, Burundi, BDI
95.615, 2011, Apr Average, Burundi, BDI
43.4497, 2011, May Average, Burundi, BDI
18.8511, 2011, Jun Average, Burundi, BDI
45.7941, 2011, Jul Average, Burundi, BDI
18.1027, 2011, Aug Average, Burundi, BDI
344.818, 2011, Sep Average, Burundi, BDI
129.085, 2011, Oct Average, Burundi, BDI
204.64, 2011, Nov Average, Burundi, BDI
181.165, 2011, Dec Average, Burundi, BDI
38.6175, 2012, Jan Average, Burundi, BDI
55.7778, 2012, Feb Average, Burundi, BDI
112.725, 2012, Mar Average, Burundi, BDI
134.54, 2012, Apr Average, Burundi, BDI
66.7772, 2012, May Average, Burundi, BDI
45.9768, 2012, Jun Average, Burundi, BDI
0.00018, 2012, Jul Average, Burundi, BDI
11.2545, 2012, Aug Average, Burundi, BDI
30.4098, 2012, Sep Average, Burundi, BDI
95.8488, 2012, Oct Average, Burundi, BDI
185.429, 2012, Nov Average, Burundi, BDI
158.601, 2012, Dec Average, Burundi, BDI
153.153, 2013, Jan Average, Burundi, BDI
79.3168, 2013, Feb Average, Burundi, BDI
281.873, 2013, Mar Average, Burundi, BDI
103.793, 2013, Apr Average, Burundi, BDI
45.8013, 2013, May Average, Burundi, BDI
0.00025, 2013, Jun Average, Burundi, BDI
0.00018, 2013, Jul Average, Burundi, BDI
5.85736, 2013, Aug Average, Burundi, BDI
152.114, 2013, Sep Average, Burundi, BDI
49.3692, 2013, Oct Average, Burundi, BDI
231.747, 2013, Nov Average, Burundi, BDI
196.794, 2013, Dec Average, Burundi, BDI
175.775, 2014, Jan Average, Burundi, BDI
120.684, 2014, Feb Average, Burundi, BDI
117.054, 2014, Mar Average, Burundi, BDI
100.443, 2014, Apr Average, Burundi, BDI
94.9714, 2014, May Average, Burundi, BDI
8.73869, 2014, Jun Average, Burundi, BDI
2.64527, 2014, Jul Average, Burundi, BDI
