Rainfall - (MM), Year, Statistics, Country, ISO3
251.506, 1999, Nov Average, Puerto Rico, PRI
215.174, 1999, Dec Average, Puerto Rico, PRI
125.035, 2000, Jan Average, Puerto Rico, PRI
50.8772, 2000, Feb Average, Puerto Rico, PRI
27.8506, 2000, Mar Average, Puerto Rico, PRI
45.6448, 2000, Apr Average, Puerto Rico, PRI
178.5, 2000, May Average, Puerto Rico, PRI
127.823, 2000, Jun Average, Puerto Rico, PRI
139.248, 2000, Jul Average, Puerto Rico, PRI
345.14, 2000, Aug Average, Puerto Rico, PRI
153.035, 2000, Sep Average, Puerto Rico, PRI
149.102, 2000, Oct Average, Puerto Rico, PRI
91.827, 2000, Nov Average, Puerto Rico, PRI
91.8697, 2000, Dec Average, Puerto Rico, PRI
110.336, 2001, Jan Average, Puerto Rico, PRI
129.268, 2001, Feb Average, Puerto Rico, PRI
42.0043, 2001, Mar Average, Puerto Rico, PRI
97.8545, 2001, Apr Average, Puerto Rico, PRI
167.759, 2001, May Average, Puerto Rico, PRI
97.5572, 2001, Jun Average, Puerto Rico, PRI
135.62, 2001, Jul Average, Puerto Rico, PRI
267.387, 2001, Aug Average, Puerto Rico, PRI
147.007, 2001, Sep Average, Puerto Rico, PRI
212.038, 2001, Oct Average, Puerto Rico, PRI
129.674, 2001, Nov Average, Puerto Rico, PRI
289.28, 2001, Dec Average, Puerto Rico, PRI
131.959, 2002, Jan Average, Puerto Rico, PRI
41.3704, 2002, Feb Average, Puerto Rico, PRI
50.4584, 2002, Mar Average, Puerto Rico, PRI
145.55, 2002, Apr Average, Puerto Rico, PRI
111.342, 2002, May Average, Puerto Rico, PRI
86.9383, 2002, Jun Average, Puerto Rico, PRI
204.53, 2002, Jul Average, Puerto Rico, PRI
128.489, 2002, Aug Average, Puerto Rico, PRI
333.986, 2002, Sep Average, Puerto Rico, PRI
192.023, 2002, Oct Average, Puerto Rico, PRI
107.841, 2002, Nov Average, Puerto Rico, PRI
140.857, 2002, Dec Average, Puerto Rico, PRI
180.297, 2003, Jan Average, Puerto Rico, PRI
108.685, 2003, Feb Average, Puerto Rico, PRI
51.8164, 2003, Mar Average, Puerto Rico, PRI
386.939, 2003, Apr Average, Puerto Rico, PRI
80.4527, 2003, May Average, Puerto Rico, PRI
133.248, 2003, Jun Average, Puerto Rico, PRI
198.525, 2003, Jul Average, Puerto Rico, PRI
228.466, 2003, Aug Average, Puerto Rico, PRI
198.615, 2003, Sep Average, Puerto Rico, PRI
202.169, 2003, Oct Average, Puerto Rico, PRI
342.507, 2003, Nov Average, Puerto Rico, PRI
202.306, 2003, Dec Average, Puerto Rico, PRI
82.0275, 2004, Jan Average, Puerto Rico, PRI
82.0091, 2004, Feb Average, Puerto Rico, PRI
71.3163, 2004, Mar Average, Puerto Rico, PRI
113.314, 2004, Apr Average, Puerto Rico, PRI
388.986, 2004, May Average, Puerto Rico, PRI
267.556, 2004, Jun Average, Puerto Rico, PRI
265.956, 2004, Jul Average, Puerto Rico, PRI
135.673, 2004, Aug Average, Puerto Rico, PRI
432.084, 2004, Sep Average, Puerto Rico, PRI
266.038, 2004, Oct Average, Puerto Rico, PRI
267.848, 2004, Nov Average, Puerto Rico, PRI
142.8, 2004, Dec Average, Puerto Rico, PRI
211.112, 2005, Jan Average, Puerto Rico, PRI
37.5671, 2005, Feb Average, Puerto Rico, PRI
2.56449, 2005, Mar Average, Puerto Rico, PRI
282.513, 2005, Apr Average, Puerto Rico, PRI
312.91, 2005, May Average, Puerto Rico, PRI
253.61, 2005, Jun Average, Puerto Rico, PRI
340.667, 2005, Jul Average, Puerto Rico, PRI
298.942, 2005, Aug Average, Puerto Rico, PRI
172.425, 2005, Sep Average, Puerto Rico, PRI
486.457, 2005, Oct Average, Puerto Rico, PRI
216.292, 2005, Nov Average, Puerto Rico, PRI
